original_idx,comment,type_of_hate,target_of_hate,severity_of_hate,silver_explanation,source,verified,verification_status,notes
13684,এই ঘটনার সাথে কালিয়ার পশ্চিম এলাকার অনেক গুলি গ্রামের তরুণ যুবক জড়িত এদের বিরুদ্ধে কঠোর আইনি ব্যবস্থা গ্রহণ করা উচিৎ,Abusive,Community,Mild,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
6294,এটা র্যাব পুলিশ ও আঃলীগ মিলে করেছে,Abusive,,Little to None,"মন্তব্যটিতে ""লীগ"" এর মতো আক্রমণাত্মক ও গালিগালাজমূলক ভাষা ব্যবহার করা হয়েছে। এটি সাধারণভাবে মৃদু বা গৌণ মাত্রার বক্তব্য।",rule-contextual,False,pending,
30972,আপনাদের ক্ষমতার টিকিয়ে রাখার জন্য রাশিয়াকে পারমাণবিক বিদ্যুৎ কেন্দ্র ভারতকে আদানি গ্রুপে বিদ্যুৎ ক্রয়ের মাধ্যম তৈরি করে দেওয়া ইত্যাদি ঘুষের বিনিময়ে আপনারা ক্ষমতায় আছেন,Political Hate,Organization,Little to None,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মৃদু বা গৌণ মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
11220,তুমি তোখন কোথায় ছিলে বঙ্গবন্ধুর হত্যার পরে কোথায় ছিলে খুজে পাওয়া জায় নাই পালানোর পথ খুজছিলে মনে হয়,Political Hate,Individual,Mild,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
7800,ইবলিশ শয়তানে এসে গ্রেনেড মেরে চলে গেছে বিএমপির দলীয় কার্যালয় নাট্যমঞ্চ তে পরিণত হয়েছে,Political Hate,Organization,Severe,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
25151,এসব ভ্রান্ত আকিদার অনুসারীরা এদেশের মানুষকে বিভ্রান্ত করছে এসব কুরান সম্মত নয় অচিরেই ইজতেমার নামে এসব অনৈসলামিক কাজ বন্ধ করার ঘোষণা দেওয়া উচিত নাহলে সাধারণ মুসল্লিদের মধ্যে কোন্দল বাড়বে এদের বিরুদ্ধে,Religious Hate,Community,Mild,এই মন্তব্যে ধর্মীয় প্রেক্ষাপটে একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার সাম্প্রদায়িক বিদ্বেষ প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
27534,নিজেরা তো কিছু ই করে নাই চোরের দল,Abusive,,Mild,"এই বক্তব্যে প্রতি ""চোর"" এর মতো আপত্তিকর শব্দচয়ন এটিকে মাঝারি মাত্রার আক্রমণাত্মক মন্তব্য হিসেবে শ্রেণিবদ্ধ করে।",rule-contextual,False,pending,
21618,হামজার নাম গিনেস বুকে লিপিবদ্ধ করার দরকার,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
8999,এত সাংবাদিক পৃথিবীতে প্রয়োজন নাই,Abusive,Community,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
12816,পুলিশ নিকৃষ্ট জীব,Abusive,Organization,Mild,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মাঝারি মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
31869,গাজা খোর নাই,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
23145,হালার পোয়ারা সময় হইলে দেশ থেকে পালিয়ে যাবি,Abusive,Individual,Mild,"মন্তব্যটিতে ""হালা"" এর মতো আক্রমণাত্মক ও গালিগালাজমূলক ভাষা ব্যবহার করা হয়েছে। এটি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার বক্তব্য।",rule-contextual,False,pending,
16169,এডভোকেট দিলদার ইসলাম,,,Little to None,"মন্তব্যটিতে কোনো গালিগালাজ, বিদ্বেষ বা আপত্তিকর বিষয়বস্তু পাওয়া যায়নি বলে এটি নিরপেক্ষ মন্তব্য।",rule-based,False,pending,
4446,কমিয়ে দিয়ে তাদের দেশে পাঠিয়া দেওয়া উচিত,Abusive,Community,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
11989,রোহিঙ্গারা জীবন এ আর মিয়ানমার এ যাবে না কারন ফ্রি খাবার ফ্রী থাকলে নিজের দেশে যাবে কেন নাগরিত কী বাংলাদেশ দিবে,Abusive,Society,Little to None,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
34966,অপুর ভক্তরা সাড়া দাও,,,Little to None,"মন্তব্যটিতে কোনো গালিগালাজ, বিদ্বেষ বা আপত্তিকর বিষয়বস্তু পাওয়া যায়নি বলে এটি নিরপেক্ষ মন্তব্য।",rule-based,False,pending,
15038,আর বাংলাদেশে পহেলা বৈশাখে নাচানাচি করে,Abusive,Community,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
6834,আর আমি এতে তাদের উপর অবধারিত করেছি যে প্রাণের বিনিময়ে প্রাণ চোখের বিনিময়ে চোখ নাকের বিনিময়ে নাক কানের বিনিময়ে কান ও দাঁতের বিনিময়ে দাঁত এবং জখমের বিনিময়ে সমপরিমাণ জখম অতঃপর যে তা ক্ষমা করে দেবে তার জন্য তা কাফ্ফারা হবে আর আল্লাহ যা নাযিল করেছেন তার মাধ্যমে যারা ফয়সালা করবে না তারাই যালিম,,,Little to None,মন্তব্যটি সাধারণ মতামত প্রকাশ করে এবং এতে কোনো ঘৃণা বা সহিংসতামূলক উপাদান নেই।,rule-based,False,pending,
34148,হাসিনা আপায় কাজের বেলায় যতটা না চালাক মিথ্যা চার আর চাপাবাজী তে তত টাই পডু,Abusive,Individual,Severe,"এই মন্তব্যে ""হাসিনা"", ""আপায়"" শব্দ ব্যবহার করে নির্দিষ্ট ব্যক্তিকে অবমাননা করা হয়েছে, যা তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
9815,সময় টিভি যে একটা দালাল টিভি এবার বুজতে পারলাম,Abusive,Organization,Mild,"নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে উদ্দেশ্যে ""দালাল"" এর মতো অবমাননাকর শব্দ ব্যবহার এই মন্তব্যকে মাঝারি মাত্রার গালিগালাজ হিসেবে চিহ্নিত করে।",rule-contextual,False,pending,
21619,জেলেনষ্কি একজন মিথ্যেবাদী কমেডিয়ান,Abusive,Individual,Severe,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
22810,ওর মাথা নষ্ট হইছে,Abusive,,Little to None,"এই বক্তব্যে প্রতি ""নষ্ট"" এর মতো আপত্তিকর শব্দচয়ন এটিকে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক মন্তব্য হিসেবে শ্রেণিবদ্ধ করে।",rule-contextual,False,pending,
27696,এরা গরিব রোগীদের পুতুল মনে করে যা ইচ্ছা করা যায়,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
12594,দাম যখন বাড়ানো হয় তখন তো ১০ দিন লাগে না আসলে এই দেশে ব্যবসায়ীরা শুধু ব্যবসায়ী না একেক টা বাইঞ্চুদ আর প্রসাসন তারা তো বিচি ছাড়া,Abusive,Organization,Severe,এই মন্তব্যে অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার আপত্তিকর বক্তব্য প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
9374,অতি ঘোন ঘোন বৈঠক চামচা হবার লোক খোন,Abusive,Individual,Little to None,"মন্তব্যটিতে ""চামচা"" এর মতো আক্রমণাত্মক ভাষা ব্যবহার করে নির্দিষ্ট ব্যক্তিকে লক্ষ্য করা হয়েছে। এটি মৃদু বা গৌণ মাত্রার গালিগালাজমূলক বক্তব্য।",rule-contextual,False,pending,
27951,মানুষ ঠকিয়ে অর্থ আয় করে হজ পালন করছে সবাই কখনোই কবুল হবে না,Religious Hate,Community,Mild,মন্তব্যটি ধর্মীয় বিষয়ে একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার ঘৃণামূলক দৃষ্টিভঙ্গি প্রকাশ করে।,rule-contextual,False,pending,
17696,কিছু কিছু মাদারফাকারের বাচ্ছা দেখালাম এখানে এসেও উল্টাপাল্টা বলছে আসলে এদের মা বাবার ই ঠিক নাই ধর্মের কি ঠিক থাকবে,Abusive,Community,Severe,"মন্তব্যটিতে ""ধর্ম"" এর মতো অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে। এটি একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বক্তব্য।",rule-contextual,False,pending,
6614,এইটা ও একটা নায়িকা অমাগো মা,Abusive,Individual,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
33126,এর কারণে আনলাইক দিলাম,,,Little to None,এই বাক্যে কোনো ঘৃণামূলক শব্দ বা আক্রমণাত্মক প্রকাশ নেই এবং এটি সাধারণ মতামত প্রকাশ করে।,rule-based,False,pending,
20218,দেশটায় কি শুরু হইছে৷পুলিশ কি ডাকাতি শুরু করছে৷কিছু হলেই বদলি করলে কি সমাধান হবে,Political Hate,Organization,Severe,"মন্তব্যকারী ""দল"", ""পুলিশ"", ""ডাকাত"" এর প্রসঙ্গে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে সম্পর্কে তীব্র ও গুরুতর মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
35455,পাহাড়ে এত অভিযানের পরেও এরা কোথা থেকে আসলো,,,Little to None,মন্তব্যটি সাধারণ মতামত প্রকাশ করে এবং এতে কোনো ঘৃণা বা সহিংসতামূলক উপাদান নেই।,rule-based,False,pending,
27841,আর কোনো কাজ নেই দেশে মারুফার জন্য,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
16264,শুধু লোমটা দাঁড়াইয়া গেলো অন্য শক্তিশালী অঙ্গটার কি হইলো,,,Little to None,এই বাক্যে কোনো ঘৃণামূলক শব্দ বা আক্রমণাত্মক প্রকাশ নেই এবং এটি সাধারণ মতামত প্রকাশ করে।,rule-based,False,pending,
34794,আবার নুরা চ্যাৎছে,Abusive,Individual,Severe,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
22708,সময় সংবাদ চ্যালেন সবসময়ই বাংলাদেশ ক্রিকেট বোর্ডের হয়ে দালালী করে এগুলো সব ক্রিকেট বোর্ডের একটা মাতানো নাটক,Political Hate,Organization,Mild,"নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে বিরুদ্ধে ""দালাল"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি মাঝারি মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
26002,নিজের বিরুদ্ধে আগে অ্যাকশন নিতে হবে আপনি তোবাটপারি করে আছেনকোনো মূল্য নাই তোর থাকার,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
6266,তোর আব্বু নেতানিহু বেনগাভিন টা পাতলা পায়খানা করে দিছে হামাসের এক হামলাতেই সেই পাতলা পায়খানা তোদের মতো জারজ সন্তান দের খাওয়াবে বলেছে নেতানিহু খিনজির টা টেলিফোন করে বলেছে মুসলিম জাতির কাছে বলেছে আমাদের জাত ভাই বৃটিশ দের বীর্য হিন্দু উজ্জ্বল উগ্র বাদী মালাউন রেনডির বাচ্চার জন্ম গানডু রেনডিয়ান নম চারাল মাললু গু মুত্র চামার তাই ক্ষমতা ধরে রাখার জন্য এই পদক্ষেপ নিছে ওর ক্ষমতা পাতলা পায়খানার মতোই রেনডির বাচ্চার জন্ম মালাউন গানডু তেরে মা কো বব চুদে গি তেরে বেহেন বোর আচ্ছা তারা লেন্ড দো গিরোহিঙ্গাদের আয়রন ডোম এর বেটারি দুর্বল হামাসের কাছে নেতানিহুর বেনগাভির পাতলা পায়খানা ছুটে গেছে এক হামলাতেই তাই ফিলিস্তিনির সাধারণ মানুষ কে হত্যা করে হামাসের সাথে না পেরে সেই পাতলা পায়খানা উগ্র বাদী মালু মালাউন রেনডিয়ান গানডু বৃটিশ দের বীর্যের হিন্দুদের খাওয়া বে নেতানিহু নিজেই,Abusive,Individual,Severe,"মন্তব্যটিতে ""মুসলিম"", ""হিন্দু"" এর মতো অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে। এটি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বক্তব্য।",rule-contextual,False,pending,
24884,এরকম হলে আর ভবিষ্যতে কি ক্রিকেটার পাওয়া লাগবেনা,Abusive,,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা সাধারণভাবে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
16740,আরে দালাল টিবি ওনি বলেচেন ওবসই নিরা পততা দিতে হবে সটিক খবর বল মানুষ কে,Abusive,Organization,Mild,"এই মন্তব্যে ""দালাল"" শব্দ ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে অবমাননা করা হয়েছে, যা মাঝারি মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
24661,নান্নু হাতুরে হঠাও বাংলাদেশ ক্রিকেট দলটাকে বাঁচাও,Abusive,Individual,Severe,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
18805,কাফেররা বুঝলো মুসলমানরা বুঝলো না পেপসি কোক ডিউ বয়কট করুন,Religious Hate,,Mild,"বিরুদ্ধে ""মুসলমান"", ""কাফের"" এর মতো সাম্প্রদায়িক শব্দ ব্যবহার করা হয়েছে, যা মাঝারি মাত্রার ধর্মীয় বিদ্বেষ নির্দেশ করে।",rule-contextual,False,pending,
20043,হে ঈমানদারগণ আল্লাহকে ভয় কর এবং সত্যবাদীদের সাথে থাক সূরাঃ আল তাওবাহ আয়াতঃ ১১৯,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
20773,নিরপেক্ষ নির্বাচন হলে শতকরা ১ টা ভোট পাবে কিনা সন্দেহ,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
24283,বোকা চোদার দল,Abusive,Individual,Severe,"মন্তব্যকারী ""বোকা"" ব্যবহার করে নির্দিষ্ট ব্যক্তিকে অশ্লীলভাবে আক্রমণ করেছেন। ভাষার মাত্রা তীব্র ও গুরুতর মাত্রার অশ্লীলতা নির্দেশ করে।",rule-contextual,False,pending,
6317,এগুলো হচ্ছে কি দেশটা তো আর নিরাপদ রইল না আফসোস,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
33924,সব্দ কই মামা সাংবাদিক কি মাইকোফোন লাগায় নাই,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
32264,কে কে আমার প্রানের নবী সঃ কে ভালোবাসেন,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
30584,ইলিশ খেতে ভারতে যেতে হবে,,,Little to None,"মন্তব্যটিতে কোনো গালিগালাজ, বিদ্বেষ বা আপত্তিকর বিষয়বস্তু পাওয়া যায়নি বলে এটি নিরপেক্ষ মন্তব্য।",rule-based,False,pending,
22682,এদের মাথাই সমস্যা আছে সব পাগলের গল নাউজুবিল্লাহ,Abusive,Community,Severe,"এই মন্তব্যে ""পাগল"" শব্দ ব্যবহার করে নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে অবমাননা করা হয়েছে, যা তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
26688,আইনমন্ত্রী আনিসুল হক বিমান পর্যটক মন্ত্রী উবায়দুল মোকতাদির চৌধুরী,,,Little to None,মন্তব্যকারী সাধারণ বিষয়ে মতামত দিয়েছেন এবং কোনো ঘৃণামূলক বক্তব্য প্রকাশ করেননি।,rule-based,False,pending,
34220,সময় মাদার চুদ তোদের চোখে কানে সমস্যা আছে,Abusive,Organization,Severe,মন্তব্যটিতে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার অশ্লীল শব্দচয়ন ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে।,rule-contextual,False,pending,
31867,সবচেয়ে জঘন্যতম সাম্প্রদায়িক স্বরাষ্ট্রমন্ত্রী,Political Hate,Individual,Severe,"মন্তব্যকারী ""মন্ত্রী"", ""জঘন্য"" এর প্রসঙ্গে নির্দিষ্ট ব্যক্তিকে সম্পর্কে তীব্র ও গুরুতর মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
5327,ইভিএম থাকলে তো বিএনপি ভোট চুরি করতে পারবে না এইজন্য বিএনপি ইভিএম এর বিরোধিতা করে,Political Hate,Organization,Mild,"নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে বিরুদ্ধে ""বিএনপি"", ""ভোট"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি মাঝারি মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
6358,চীন কে নিষেধাজ্ঞা দিলে বাংলাদেশের কপাল খুলে যাবে,Political Hate,Organization,Severe,মন্তব্যটি রাজনৈতিক ব্যক্তি বা দলের প্রতি একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার ঘৃণামূলক দৃষ্টিভঙ্গি প্রকাশ করে।,rule-contextual,False,pending,
1403,কিরে তামিম ইকবাল খান এর নাম মুখে নিতে কি আটকে যায় মনি রাখবি শশুর যতদিন শান্ত দলে থাকবে ততদিন,Abusive,Individual,Severe,"মন্তব্যটিতে ""বাল"" এর মতো আক্রমণাত্মক ও গালিগালাজমূলক ভাষা ব্যবহার করা হয়েছে। এটি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বক্তব্য।",rule-contextual,False,pending,
13462,এইসব টো টো পোলাপান টেক ও মোবাইল সম্পর্কে কি বুঝে আমি তো দেখি যা খুশি তাই বলে রিভিউ দেয় এরা কি বুয়েট পড়ুয়া ইঞ্জিনিয়ার তারা সার্কিট নিয়ে কখনো স্টাডি করেছে তারা কি জানে একটা ডিভাইসে সার্কিট কীভাবে কাজ করে তারা কি ব্যাখ্যা করতে পারবে ২০০ মেগাপিক্সেল ক্যামেরায় যে ছবি উঠে ৪৮ মেগাপিক্সেল আইফোন এর ক্যামেরায় অনেক ছবি কেন উঠে এরা কি ব্যাখ্যা করতে পারবে সফটওয়্যার এর সাথে হার্ডওয়্যার এর বন্ধন কতটুকু পারফেক্ট এবিং কিভাবে করতে হয় তারা কি বুঝে যতসব মুর্খ বাংগালী যা শুনে তাই বিশ্বাস করে আর এই ভাড়া করা লেন্ডি ইমা সম্পর্কে খারাপ মন্তব্য করলাম না কারন এই নাম আমার কাছে তাৎপর্যপুর্ণ,Abusive,Community,Mild,"এই বক্তব্যে নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে প্রতি ""খারাপ"", ""বন্ধ"" এর মতো আপত্তিকর শব্দচয়ন এটিকে মাঝারি মাত্রার আক্রমণাত্মক মন্তব্য হিসেবে শ্রেণিবদ্ধ করে।",rule-contextual,False,pending,
29833,চুদির সময় টিভি,Abusive,Organization,Severe,এই বক্তব্যে ব্যবহৃত অশ্লীল ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার কুরুচিপূর্ণ মন্তব্য নির্দেশ করে।,rule-contextual,False,pending,
10167,এই ছেলেটা পাগল,Abusive,Society,Severe,"এই মন্তব্যে ""পাগল"" শব্দ ব্যবহার করে সমাজ বা জাতিকে অবমাননা করা হয়েছে, যা তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
14195,বাংলাদেশের গনতন্ত্র ধ্বংস করেছে দেখ কেমন লাগে,Political Hate,Society,Mild,"মন্তব্যটিতে ""ধ্বংস"" উল্লেখ করে রাজনৈতিক বিদ্বেষ প্রকাশ করা হয়েছে। সমাজ বা জাতিকে লক্ষ্য করে এই মাঝারি মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
19445,সারা গায়ে ব্যাথা মলম দিবো কোথা রিয়াদ বাদের পিছনে সাকিবের বেশি হাত,Abusive,Organization,Mild,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
5805,চুরের মুখে রাম রাম,Abusive,Individual,Little to None,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
8649,টাকা পাচার করতে না পেরে আগুন লাগিয়ে দাম বাড়িয়ে জনগন থেকে অন্যভাবে টাকা চুরির ফন্দি এদের সব লাইসেন্স বাতিল করে সরকারিকরন করা হউক ১৯৭২ এর মত,Abusive,Organization,Severe,"মন্তব্যটিতে ""সরকার"" এর মতো আক্রমণাত্মক ও গালিগালাজমূলক ভাষা ব্যবহার করা হয়েছে। এটি একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বক্তব্য।",rule-contextual,False,pending,
34848,তার সাথে সরকারি দলের লোকজন জরিত বিনা ভোটের সরকার হলে এরকমী হয়,Political Hate,Organization,Mild,"রাজনৈতিক প্রেক্ষাপটে ""সরকার"", ""ভোট"", ""দল"" ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে প্রতি বিদ্বেষ প্রকাশ এই মন্তব্যকে মাঝারি মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য করে তোলে।",rule-contextual,False,pending,
31993,এবার কি ভারতের পরিবর্তে আমেরিকার হয়ে তাইওয়ান খেলবে বাংলাদেশে,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
3600,সন্তাসী আইএস খারেজী গুষ্টি,Abusive,Society,Severe,এই বক্তব্যে ব্যবহৃত অশ্লীল ভাষা সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার কুরুচিপূর্ণ মন্তব্য নির্দেশ করে।,rule-contextual,False,pending,
22681,একটি বিষয় স্পষ্ট আমেরিকা যে কোনো দেশ কে পদাবনত রাখতে এমনভাবে সাহায্য সহযোগীতা করে যাতে দেশটি ভিক্ষা করতে করতে এমন ভাবে তার পদানত হয় যাতে করে দেশটি কখনও মাথাতুলে দাঁড়াতে না পারে পক্ষান্তরে চীন রাশিয়া খাদ্য পন্য ভিক্ষার পরিবর্তে অবকাঠামো শিল্প কারখানা কৃষি যন্ত্রপাতি ও কৃষি উৎপাদন বৃদ্ধির উপাদান প্রযুক্তি দিয়ে থাকে যাতে দেশটি স্বনির্ভর হতে পারে আমেরিকা নিপাত যাক চীন রাশিয়া জাপান জিন্দাবাদ,Political Hate,Society,Mild,রাজনৈতিক বিষয়ে সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে স্পষ্ট।,rule-contextual,False,pending,
